customer_id,age,region,favorite_team,join_date,membership_tier,season_ticket_yn,purchase_count,total_spent,last_purchase_date,sns_follow_yn,referral_source,attended_games,favorite_seat_section
KBOFAN0002140,48.0,Changwon City,SAMSUNG LIONS,2022-11-13,Bronze,No,6.0,301180.0,2024.01.07,1.0,Friend Referral,8,Infield
KBOFAN0001201,40.0, Seoul,LOTTE GIANTS,2019-10-21,Bronze,N,9.0,329555.0,2024-10-30,0.0,Advertisement,10,Outfield
KBOFAN0004388,35.0, Changwon,SAMSUNG LIONS,2024-02-14,Bronze,y,12.0,230287.0,2025.03.26,,SNS,11,Family Zone
KBOFAN0002916,-5.0,,DOOSAN BEARS,2023-08-07,Silver,n,5.0,225448.0,2024.06.10,0.0,Offline Event,8,Family Zone
KBOFAN0004013,32.0,Cheongju ,SamsungLions,11-09-2017,VIP,Y,6.0,305952.0,01/13/2023,0.0,Friend Referral,8,Infield
KBOFAN0002301,42.0,Daejeon City,DoosanBears,2015-03-29,Bronze,1,4.0,140483.0,2025.04.06,1.0,Advertisement,13,Outfield
KBOFAN0001757,55.0, Daejeon,nc dinos,12/06/2021,Bronze,No,7.0,216133.0,06/10/2025,0.0,Club Website,11,Infield
KBOFAN0003487,44.0,DAEJEON,KIATigers,2021.06.08,Bronze,n,3.0,119195.0,2023.03.19,1.0,Friend Referral,11,Outfield
KBOFAN0002607,35.0,Suwon ,DoosanBears,2018-03-03,,Yes,10.0,278945.0,2023-11-18,0.0,SNS,12,Family Zone
KBOFAN0001578,17.0,Gwangju ,samsung lions,2020-08-05,Silver,No,6.0,287185.0,2024.08.07,1.0,Advertisement,9,Premium Box
KBOFAN0002720,68.0,Suwon,Lotte Giants,2020-01-27,Gold,Y,6.0,260753.0,2025.01.24,0.0,Offline Event,9,Outfield
KBOFAN0002242,47.0,BUSAN,SAMSUNG LIONS,2017-04-13,Bronze,N,2.0,108020.0,2024-03-19,0.0,SNS,7,Infield
KBOFAN0001929,33.0,Jeju City,LG TWINS,2022-05-25,Silver,0,6.0,166335.0,2024-12-13,0.0,Offline Event,13,Premium Box
KBOFAN0002775,64.0,daejeon, KIA Tigers ,2020-11-13,Silver,N,12.0,442915.0,09/16/2024,1.0,Advertisement,11,Table Seat
KBOFAN0001508,22.0,Daegu City,LG Twins,2020.11.06,Gold,1,4.0,106065.0,13-04-2023,1.0,SNS,8,Family Zone
KBOFAN0001498,30.0,DAEGU,LOTTE GIANTS,2021-10-10,Bronze,1,4.0,92168.0,2025-09-21,0.0,Offline Event,8,Family Zone
KBOFAN0003750,41.0,jeju,,04/15/2021,Gold,Yes,3.0,116421.0,2024-07-03,0.0,Club Website,10,Outfield
KBOFAN0002293,71.0,CHANGWON,DoosanBears,11/27/2015,Gold,N,10.0,549322.0,2024-06-03,0.0,Offline Event,12,Family Zone
KBOFAN0002494,17.0,Cheongju ,Doosan Bears,07/24/2022,Bronze,N,6.0,287636.0,2023-04-06,,SNS,11,Table Seat
KBOFAN0004304,37.0,Busan-si,KIA TIGERS,2018-02-26,Gold,1,4.0,113228.0,2025.03.09,0.0,SNS,8,Table Seat
KBOFAN0000539,68.0,Seoul-si,DOOSAN BEARS,10/13/2020,VIP,N,7.0,323371.0,03/24/2023,1.0,Club Website,13,Outfield
KBOFAN0001331,67.0, Daegu,DoosanBears,2021-03-11,,1,4.0,153830.0,2024-08-22,0.0,Advertisement,13,Table Seat
KBOFAN0002304,51.0,Jeju , Doosan Bears ,2024.08.24,Bronze,0,6.0,211301.0,03/16/2023,1.0,SNS,14,Infield
KBOFAN0002500,47.0,Daejeon ,DOOSAN BEARS,2019.08.01,Gold,0,7.0,224119.0,2024-08-22,1.0,Advertisement,13,Outfield
KBOFAN0001613,66.0,Cheongju-si,lg twins,04/02/2020,Silver,No,9.0,265177.0,06-01-2025,0.0,Advertisement,10,Table Seat
KBOFAN0001489,25.0,Changwon City,LGTwins,2020-04-08,Silver,N,6.0,283692.0,04/10/2024,0.0,Offline Event,12,Premium Box
KBOFAN0002019,30.0,SEOUL,Samsung Lions,2024-05-14,Bronze,Y,8.0,229553.0,2023-09-17,1.0,Advertisement,10,Table Seat
KBOFAN0001745,38.0, Changwon,Kiwoom Heroes,2016-02-12,Silver,Y,11.0,372021.0,11-06-2025,1.0,Advertisement,11,Table Seat
KBOFAN0004055,61.0,Incheon ,nc dinos,2017-01-25,Bronze,y,5.0,221810.0,11/16/2025,0.0,SNS,9,Family Zone
KBOFAN0004032,48.0,Daegu-si, KIA Tigers ,2015.06.21,Silver,Yes,3.0,166970.0,2024-07-10,0.0,SNS,8,Table Seat
KBOFAN0004786,34.0,Daejeon City,KTWiz,2024.12.19,Gold,Yes,6.0,188706.0,2025-01-02,0.0,SNS,11,Outfield
KBOFAN0000121,61.0,Changwon-si,KIATigers,2021.07.21,Bronze,y,7.0,250787.0,2025.05.27,1.0,Advertisement,17,Family Zone
KBOFAN0004371,,Busan ,lg twins,2024-01-19,Bronze,Yes,4.0,172916.0,2023-03-30,0.0,,10,Family Zone
KBOFAN0004964,35.0,DAEJEON,KiwoomHeroes,2021-06-03,Gold,0,10.0,153011.0,04/03/2023,1.0,SNS,8,Infield
KBOFAN0000949,75.0,Suwon City,KiwoomHeroes,2023-12-11,Silver,0,11.0,433835.0,15-10-2023,0.0,Offline Event,10,Table Seat
KBOFAN0000511,62.0,GWANGJU,nc dinos,2022-03-28,Silver,No,4.0,3309412.36,2025-06-24,1.0,Friend Referral,13,Outfield
KBOFAN0001394,24.0,Suwon,LGTwins,30-01-2021,VIP,Y,4.0,42977.0,07/01/2023,0.0,,9,Table Seat
KBOFAN0001509,21.0,Incheon City,LG TWINS,2016-05-27,Silver,y,6.0,136242.0,11-06-2025,0.0,Offline Event,4,Premium Box
KBOFAN0004014,19.0,,doosan bears,2016.12.26,Bronze,y,5.0,111151.0,16-05-2025,1.0,SNS,3,Table Seat
KBOFAN0004394,66.0,Busan City,NCDinos,29-12-2021,Gold,Y,5.0,119983.0,2025-02-17,1.0,Advertisement,9,Family Zone
KBOFAN0001332,42.0,Incheon,Lotte Giants,2016-12-01,Bronze,Yes,6.0,265699.0,2025.04.21,0.0,Friend Referral,9,Family Zone
KBOFAN0001310,39.0, Cheongju,lotte giants,2021-05-08,Silver,n,4.0,134435.0,2023-08-27,1.0,SNS,11,Family Zone
KBOFAN0004305,55.0, Daegu,NCDinos,2015-09-22,Silver,N,4.0,219291.0,2023-07-25,1.0,Friend Referral,7,Premium Box
KBOFAN0004748,68.0, Incheon,kiwoom heroes,2023.05.17,Gold,y,10.0,675807.0,2023-11-15,0.0,Friend Referral,8,Premium Box
KBOFAN0002974,22.0,changwon,Kiwoom Heroes,2020.05.30,Bronze,Y,7.0,230367.0,2025.05.20,0.0,Advertisement,10,Infield
KBOFAN0003801,55.0,Busan,ssg landers,2024.08.07,Bronze,Y,6.0,185203.0,15-07-2023,0.0,Advertisement,15,Family Zone
KBOFAN0004326,63.0,Cheongju,kia tigers,2019.08.06,VIP,No,6.0,382900.0,2024.08.15,0.0,Club Website,12,Infield
KBOFAN0004009,26.0,seoul,lotte giants,2015-03-05,Silver,N,8.0,268546.0,2023.11.12,0.0,SNS,14,Table Seat
KBOFAN0004049,54.0, Jeju,Kiwoom Heroes,2017-04-02,Bronze,y,4.0,107680.0,2023.08.23,0.0,Offline Event,14,Table Seat
KBOFAN0001932,21.0,seoul,,2015-09-04,Bronze,1,9.0,383844.0,03-10-2024,0.0,Club Website,10,Family Zone
KBOFAN0002813,64.0,Daejeon ,KIATigers,09/14/2018,Gold,0,,74836.0,2023-10-18,0.0,Offline Event,12,Outfield
KBOFAN0002540,22.0,Jeju City, SSG Landers ,2018-02-18,Silver,Yes,9.0,439998.0,12/31/2023,0.0,Advertisement,10,Premium Box
KBOFAN0002670,,incheon,Kiwoom Heroes,01/23/2019,Gold,y,4.0,245074.0,04-01-2023,1.0,Offline Event,8,Outfield
KBOFAN0004192,27.0,Gwangju-si, KT Wiz ,2016.07.09,Silver,n,7.0,131909.0,07/29/2023,1.0,Friend Referral,9,Infield
KBOFAN0003943,69.0, Busan,SSG LANDERS,2024.02.18,Silver,0,4.0,48921.0,2023.04.15,0.0,Club Website,12,Infield
KBOFAN0003720,37.0,Seoul,LG TWINS,2020-02-05,Silver,0,7.0,212888.0,08-04-2024,0.0,Friend Referral,12,Infield
KBOFAN0003749,69.0,daejeon,kiwoom heroes,2016.03.01,Silver,Y,6.0,74910.0,01/09/2024,1.0,Advertisement,10,Premium Box
KBOFAN0001118,50.0,Cheongju , Doosan Bears ,03/09/2021,Bronze,N,6.0,199566.0,06/03/2024,0.0,Offline Event,18,Infield
KBOFAN0003249,38.0,Gwangju City,KTWiz,2024-04-13,Bronze,0,4.0,162580.0,2025.04.05,0.0,SNS,15,Table Seat
KBOFAN0004550,67.0,Daegu-si,Doosan Bears,2018-05-03,Bronze,No,3.0,137055.0,02-08-2023,0.0,Friend Referral,5,Family Zone
KBOFAN0000664,33.0,jeju,Doosan Bears,05/19/2024,VIP,Y,8.0,338015.0,2024-12-03,1.0,SNS,11,Infield
KBOFAN0002823,28.0,Daegu , Lotte Giants ,2016.11.06,Gold,n,10.0,345539.0,2024.08.26,0.0,Club Website,13,Infield
KBOFAN0000574,53.0,daegu,lg twins,2016-12-28,Bronze,Y,2.0,121997.0,05/24/2024,1.0,Club Website,11,Table Seat
KBOFAN0003653,43.0,GWANGJU,KIA Tigers,08-10-2023,Bronze,n,3.0,150328.0,2025.07.11,1.0,Offline Event,9,Premium Box
KBOFAN0000697,23.0,BUSAN,KT WIZ,19-05-2022,VIP,n,7.0,218501.0,11/08/2025,1.0,Advertisement,8,Family Zone
KBOFAN0004533,17.0, Jeju, NC Dinos ,2020.07.06,Bronze,0,5.0,167999.0,2025-12-06,0.0,SNS,7,Family Zone
KBOFAN0004742,39.0,Incheon, Samsung Lions ,2015-10-01,Silver,y,8.0,342119.0,04/09/2025,1.0,Offline Event,16,Premium Box
KBOFAN0004527,,Gwangju-si,KIA TIGERS,25-08-2024,Gold,N,5.0,101816.0,2025-04-23,0.0,Friend Referral,6,Family Zone
KBOFAN0003170,30.0,,SSG LANDERS,2021.03.29,Silver,Yes,6.0,347853.0,2023.01.13,,SNS,13,Infield
KBOFAN0004140,57.0,Suwon,DoosanBears,2016.08.01,Gold,y,2.0,87515.0,2023-09-21,1.0,SNS,12,Outfield
KBOFAN0001072,70.0, Seoul, Samsung Lions ,2021-03-11,Bronze,Yes,6.0,299226.0,2024.06.21,1.0,SNS,11,Outfield
KBOFAN0004123,56.0,busan, Samsung Lions ,03-06-2024,Silver,1,7.0,301256.0,2025.03.30,0.0,Advertisement,14,Infield
KBOFAN0002188,59.0,Changwon ,LG Twins,2020.03.31,Gold,n,3.0,118516.0,17-01-2024,,Friend Referral,10,Family Zone
KBOFAN0004150,21.0,Incheon-si,Doosan Bears,2017.01.08,VIP,N,13.0,399808.0,2025.09.04,1.0,Offline Event,12,Premium Box
KBOFAN0002046,20.0,Daejeon ,NCDinos,2017.03.04,Silver,N,6.0,288006.0,2023-03-25,0.0,Advertisement,12,Family Zone
KBOFAN0000283,44.0,Daejeon City,KIA Tigers,2016.05.26,VIP,N,5.0,189770.0,21-05-2025,1.0,Offline Event,10,Family Zone
KBOFAN0000259,73.0,Daejeon City, NC Dinos ,14-02-2022,Bronze,1,9.0,458529.0,2025.11.15,1.0,SNS,16,Table Seat
KBOFAN0002665,33.0,,samsung lions,2023.12.31,VIP,y,9.0,449832.0,2023-07-17,1.0,SNS,12,Premium Box
KBOFAN0001812,56.0,SUWON,KT WIZ,12-01-2016,Bronze,No,6.0,241835.0,2025-08-29,1.0,Friend Referral,12,Family Zone
KBOFAN0001798,41.0,DAEGU,hanwha eagles,10/10/2016,Bronze,N,6.0,267070.0,2023.01.10,1.0,Friend Referral,14,Outfield
KBOFAN0000600,50.0,daegu,KT Wiz,2015-01-31,Silver,Yes,6.0,147807.0,2024-01-28,1.0,Offline Event,14,Outfield
KBOFAN0003234,16.0,Daejeon , Doosan Bears ,01/05/2024,Silver,y,4.0,98696.0,2023-08-29,1.0,Advertisement,9,Infield
KBOFAN0000726,27.0,Busan ,kiwoom heroes,2015-09-03,Bronze,0,,248923.0,2025-07-23,1.0,SNS,11,Infield
KBOFAN0001637,19.0, Incheon,SAMSUNG LIONS,10-01-2018,Bronze,n,3.0,195794.0,19-02-2025,0.0,Advertisement,16,Table Seat
KBOFAN0002919,68.0,Incheon, Lotte Giants ,2020-02-29,Bronze,Yes,6.0,164731.0,2023-03-01,1.0,Club Website,13,Outfield
KBOFAN0000678,30.0,Daegu ,KT WIZ,2017-06-22,Silver,No,2.0,108408.0,2024-11-22,0.0,Advertisement,14,Outfield
KBOFAN0001330,65.0, Incheon,,28-04-2018,Gold,y,6.0,255141.0,2025.04.29,1.0,Club Website,15,Family Zone
KBOFAN0001153,62.0,Busan City,doosan bears,2021-11-29,Gold,Y,8.0,202021.0,2024-10-18,,Advertisement,6,Table Seat
KBOFAN0001347,46.0,seoul,LG Twins,07/31/2019,Bronze,n,6.0,204106.0,2023-10-13,1.0,Offline Event,15,Table Seat
KBOFAN0000056,37.0,cheongju, Doosan Bears ,01/31/2022,,Yes,4.0,133075.0,2025-11-02,1.0,SNS,15,Premium Box
KBOFAN0004129,50.0, Daejeon,Lotte Giants,15-10-2018,Bronze,No,10.0,4241408.081,2025.12.19,0.0,Club Website,7,Table Seat
KBOFAN0000826,57.0,Cheongju-si,lg twins,2023.03.26,Bronze,N,9.0,518919.0,2023-01-22,0.0,Friend Referral,12,Premium Box
KBOFAN0001412,,Changwon City, Doosan Bears ,2019-04-28,Silver,N,3.0,27583.0,2025-06-28,1.0,Club Website,16,Family Zone
KBOFAN0001547,70.0,Suwon City,KIA Tigers,2018.09.19,Silver,Yes,5.0,114238.0,2023-01-31,1.0,Friend Referral,10,Premium Box
KBOFAN0003337,65.0,Daegu City,Hanwha Eagles,2016-01-10,Silver,Yes,6.0,325529.0,2024-02-15,0.0,SNS,6,Outfield
KBOFAN0002215,40.0,Suwon ,DOOSAN BEARS,2022-06-17,Silver,No,4.0,176523.0,2024-12-26,1.0,Advertisement,9,Family Zone
KBOFAN0000086,34.0,Gwangju-si,lotte giants,2023.02.23,Bronze,0,5.0,101694.0,16-09-2025,0.0,SNS,9,Premium Box
KBOFAN0002921,60.0, Gwangju,Doosan Bears,2018-06-14,Bronze,y,11.0,597113.0,12/26/2025,1.0,Friend Referral,9,Table Seat
KBOFAN0001362,36.0,Gwangju ,NC DINOS,2021.07.10,Bronze,N,7.0,344525.0,2025-06-29,1.0,Friend Referral,4,Family Zone
KBOFAN0002936,57.0, Jeju, NC Dinos ,2020-01-16,Gold,n,5.0,269045.0,12/16/2023,0.0,Offline Event,14,Table Seat
KBOFAN0000889,60.0,GWANGJU, Samsung Lions ,2022-05-28,Gold,1,6.0,186421.0,2023-11-04,0.0,Friend Referral,13,Outfield
KBOFAN0002955,61.0,DAEJEON,kia tigers,05/20/2022,Silver,No,6.0,196202.0,2024.02.27,1.0,Advertisement,11,Infield
KBOFAN0001688,53.0,Changwon-si,KiwoomHeroes,10/11/2019,Gold,N,5.0,303726.0,2025.03.09,0.0,Friend Referral,6,Premium Box
KBOFAN0001820,33.0,Busan City,,2019-05-29,Gold,Y,6.0,310156.0,2024-01-11,0.0,Offline Event,9,Outfield
KBOFAN0003704,41.0,Cheongju City,SSG Landers,2015-10-16,,1,3.0,151804.0,2024-01-17,1.0,Club Website,9,Premium Box
KBOFAN0001973,19.0,Daejeon ,SAMSUNG LIONS,2023.03.18,Silver,1,8.0,142333.0,2023-11-28,0.0,Club Website,15,Family Zone
KBOFAN0002547,61.0, Cheongju,SamsungLions,14-03-2018,Bronze,No,4.0,185065.0,2025-07-19,0.0,Club Website,8,Premium Box
KBOFAN0000715,28.0,CHEONGJU,Doosan Bears,2021.07.24,VIP,0,7.0,341608.0,29-07-2023,1.0,Friend Referral,5,Premium Box
KBOFAN0004832,66.0,cheongju,HanwhaEagles,07/10/2021,Bronze,y,8.0,152882.0,24-01-2025,1.0,SNS,7,Family Zone
KBOFAN0001057,25.0,Gwangju City,SSGLanders,07/09/2015,Bronze,y,5.0,126726.0,2023-01-14,0.0,SNS,6,
KBOFAN0002287,39.0,Daegu ,KIWOOM HEROES,2017.08.23,Silver,y,8.0,352645.0,03/09/2024,0.0,Club Website,7,Table Seat
KBOFAN0004765,38.0,Suwon, Doosan Bears ,2024-08-18,Silver,No,7.0,386160.0,2025-09-12,0.0,Friend Referral,15,Premium Box
KBOFAN0003760,130.0,CHANGWON,KIA TIGERS,07/18/2022,Bronze,No,5.0,312470.0,17-05-2025,1.0,Advertisement,12,Premium Box
KBOFAN0002208,46.0,Jeju ,nc dinos,29-10-2022,Bronze,1,5.0,297245.0,2024-04-25,0.0,Friend Referral,9,Family Zone
KBOFAN0003716,40.0, Incheon,Doosan Bears,2020-04-13,,y,8.0,367954.0,2023-05-18,0.0,SNS,10,Infield
KBOFAN0004627,22.0,Changwon ,LotteGiants,2020-06-26,Silver,No,4.0,238908.0,2023-02-10,0.0,Advertisement,9,Premium Box
KBOFAN0004843,30.0,BUSAN,LOTTE GIANTS,10-01-2021,Bronze,n,4.0,168260.0,2024.08.20,0.0,SNS,10,Table Seat
KBOFAN0002849,54.0,Incheon ,Doosan Bears,17-09-2024,,Yes,5.0,108543.0,12/10/2024,1.0,Offline Event,9,Table Seat
KBOFAN0000618,50.0,incheon,LGTwins,11/01/2022,Bronze,No,11.0,718586.0,2024-12-28,0.0,Friend Referral,7,Family Zone
KBOFAN0003654,58.0,SUWON,DoosanBears,2019-10-14,Silver,y,6.0,265073.0,2023-02-09,0.0,Club Website,15,Table Seat
KBOFAN0004478,72.0,SUWON,KIATigers,2016-09-17,Bronze,n,7.0,377200.0,2024.08.31,0.0,Advertisement,10,Premium Box
KBOFAN0000124,,INCHEON,KIATigers,2023.03.17,,No,8.0,481468.0,2025-08-23,0.0,Advertisement,10,Infield
KBOFAN0004878,38.0, Daejeon,DoosanBears,10/08/2021,Silver,n,8.0,260954.0,2025.04.27,0.0,SNS,8,Premium Box
KBOFAN0002043,27.0,Cheongju City,SamsungLions,2021.06.23,Gold,y,8.0,374654.0,2023.07.03,0.0,Offline Event,11,Infield
KBOFAN0000335,46.0,Daegu ,kia tigers,2022.09.25,Gold,n,8.0,339523.0,16-12-2025,0.0,Friend Referral,9,Outfield
KBOFAN0004695,57.0,CHANGWON, KT Wiz ,11/03/2017,Silver,N,9.0,186956.0,11-09-2025,1.0,Offline Event,10,Infield
KBOFAN0001363,68.0, Busan,DoosanBears,2016.09.29,Silver,Y,3.0,138260.0,10/28/2025,0.0,Friend Referral,11,Table Seat
KBOFAN0000305,70.0,Daegu-si,KT Wiz,2021-05-03,Bronze,0,2.0,18207.0,11-04-2023,0.0,Club Website,9,Outfield
KBOFAN0002773,61.0,Jeju City,Doosan Bears,2021-04-28,Silver,1,4.0,242261.0,2024-01-25,1.0,Friend Referral,13,Infield
KBOFAN0000981,39.0,suwon,lg twins,2019-05-21,Bronze,1,4.0,154309.0,2025-09-18,1.0,SNS,7,Family Zone
KBOFAN0003737,56.0,Incheon-si,HanwhaEagles,13-09-2024,Silver,y,6.0,242130.0,2023.04.28,0.0,SNS,11,Premium Box
KBOFAN0001408,39.0,jeju,LG Twins,2020.09.26,Bronze,1,7.0,179647.0,2025-05-29,1.0,SNS,11,
KBOFAN0003166,75.0,Daegu City,SamsungLions,12/11/2018,Gold,No,9.0,193151.0,2023.08.18,0.0,Friend Referral,13,Table Seat
KBOFAN0002967,74.0,Daegu , KIA Tigers ,12/04/2019,Silver,0,10.0,156514.0,13-06-2023,1.0,SNS,10,Table Seat
KBOFAN0004598,42.0,changwon,hanwha eagles,2019.03.05,Silver,Yes,9.0,330376.0,22-10-2024,1.0,Advertisement,7,Table Seat
KBOFAN0000176,67.0, Incheon,KIA TIGERS,03/22/2022,VIP,y,4.0,246789.0,14-05-2025,0.0,Offline Event,10,Family Zone
KBOFAN0000582,29.0,Incheon-si,,2015.10.14,Gold,Y,4.0,177365.0,12/04/2025,1.0,Friend Referral,13,Outfield
KBOFAN0004048,28.0,Gwangju,KIA Tigers,2024.06.29,VIP,0,5.0,238270.0,2025-07-08,0.0,Advertisement,11,Outfield
KBOFAN0001617,42.0,Daegu City,hanwha eagles,2019.06.14,Silver,Yes,5.0,66854.0,2025-01-10,0.0,Advertisement,11,Table Seat
KBOFAN0004484,56.0,Cheongju City,lg twins,2020-07-09,Silver,Yes,5.0,55465.0,04-07-2024,0.0,Offline Event,13,Family Zone
KBOFAN0004530,25.0, Jeju,SSGLanders,27-01-2023,Bronze,y,6.0,175570.0,10/07/2024,0.0,Friend Referral,13,Premium Box
KBOFAN0001195,66.0,SEOUL,DOOSAN BEARS,2016.05.22,Silver,No,7.0,162929.0,2023-12-27,0.0,Advertisement,12,Infield
KBOFAN0002877,69.0,Daejeon City,Doosan Bears,04/29/2015,Gold,Y,8.0,419117.0,2024-02-21,1.0,Club Website,13,Family Zone
KBOFAN0004939,29.0,BUSAN,Doosan Bears,2018-11-27,Bronze,n,8.0,342790.0,2024-10-10,,Club Website,14,Premium Box
KBOFAN0004282,31.0,Jeju-si,SamsungLions,2024-09-13,Gold,N,7.0,420177.0,11/19/2023,0.0,SNS,8,Infield
KBOFAN0003244,24.0,Cheongju,KIA Tigers,12/01/2017,Bronze,Yes,7.0,508836.0,2024-03-02,0.0,Friend Referral,13,Infield
KBOFAN0001825,23.0,Jeju,LG Twins,2019.11.11,VIP,n,2.0,126456.0,2024-11-21,1.0,SNS,10,Premium Box
KBOFAN0001880,50.0,Daegu-si,DoosanBears,2020-11-30,Bronze,No,5.0,241513.0,2024-11-26,1.0,Friend Referral,12,Outfield
KBOFAN0001982,37.0,daejeon,HANWHA EAGLES,2016-03-30,Bronze,No,6.0,174737.0,2023.07.13,1.0,Club Website,19,Infield
KBOFAN0001862,52.0,Jeju, KIA Tigers ,2021.06.08,VIP,y,4.0,72227.0,2025.06.30,1.0,Offline Event,7,Premium Box
KBOFAN0001351,71.0,Seoul,LG Twins,17-06-2017,Silver,1,7.0,318859.0,2023-12-18,0.0,Advertisement,10,Outfield
KBOFAN0003576,25.0,Incheon,LOTTE GIANTS,2016-09-12,Bronze,y,5.0,315778.0,20-12-2023,1.0,Offline Event,6,Infield
KBOFAN0003607,56.0,Busan City, Hanwha Eagles ,2022-06-30,VIP,n,5.0,247499.0,02/14/2024,0.0,Offline Event,13,Premium Box
KBOFAN0004808,22.0,Changwon, Hanwha Eagles ,2018-10-12,Gold,Yes,5.0,224960.0,2023-04-20,1.0,Club Website,5,Table Seat
KBOFAN0002975,37.0,Suwon-si, Lotte Giants ,2018-05-14,Silver,1,7.0,262774.0,2024-03-01,0.0,Offline Event,8,Table Seat
KBOFAN0000410,21.0,Changwon ,KIA TIGERS,2022.06.28,Silver,No,6.0,214527.0,2024.09.19,0.0,SNS,12,Table Seat
KBOFAN0000676,64.0,CHEONGJU,LGTwins,2024-03-14,Bronze,n,6.0,222000.0,2025-04-14,1.0,Friend Referral,11,Infield
KBOFAN0000298,65.0,Busan , Hanwha Eagles ,2017.03.14,Gold,n,4.0,145994.0,25-07-2023,1.0,Advertisement,12,Infield
KBOFAN0000926,28.0,Gwangju,LotteGiants,06-01-2016,Gold,No,5.0,402329.0,06/12/2025,0.0,Advertisement,18,Outfield
KBOFAN0000023,52.0,Daejeon ,doosan bears,2024-10-07,Bronze,Yes,4.0,184756.0,2024.06.01,0.0,Offline Event,11,
KBOFAN0004167,24.0,INCHEON, Kiwoom Heroes ,2015-12-18,Bronze,n,3.0,103084.0,16-08-2024,,Advertisement,16,Family Zone
KBOFAN0002116,71.0, Cheongju, LG Twins ,2021-04-08,Bronze,n,5.0,219225.0,25-08-2025,1.0,Offline Event,8,Outfield
KBOFAN0000729,53.0,Changwon, Doosan Bears ,2016.09.13,Bronze,1,6.0,315067.0,01/19/2025,0.0,Friend Referral,9,Premium Box
KBOFAN0003670,56.0,Daegu City,Kiwoom Heroes,11/22/2020,Silver,1,6.0,332955.0,03/31/2024,0.0,Club Website,17,Premium Box
KBOFAN0004914,59.0,CHANGWON,SAMSUNG LIONS,03-11-2018,Gold,N,3.0,188303.0,08-02-2025,,Advertisement,7,Outfield
KBOFAN0001308,56.0,incheon,LG Twins,2018-01-27,Bronze,Yes,8.0,356196.0,11/07/2024,0.0,Offline Event,13,Outfield
KBOFAN0002942,, Cheongju,DoosanBears,29-04-2017,Bronze,n,7.0,341772.0,2023-04-16,0.0,Advertisement,11,Table Seat
KBOFAN0000672,33.0,Gwangju City, LG Twins ,2017-09-04,Silver,1,1.0,47694.0,2025-05-06,,SNS,12,Infield
KBOFAN0001673,28.0,Cheongju,LGTwins,2023-09-07,Silver,n,6.0,294906.0,05/12/2025,0.0,,12,Premium Box
KBOFAN0001200,29.0,Incheon,KIA TIGERS,10-05-2018,Bronze,No,2.0,28912.0,01/18/2023,0.0,SNS,12,Outfield
KBOFAN0002230,58.0,Gwangju,LGTwins,2019-03-27,,y,3.0,61298.0,2023-09-13,0.0,SNS,14,Family Zone
KBOFAN0003798,19.0,Seoul , Doosan Bears ,2020-07-29,Gold,n,4.0,238752.0,2024-02-11,1.0,SNS,11,Infield
KBOFAN0004768,68.0,Gwangju ,LG TWINS,2016-08-18,Gold,1,10.0,434025.0,07/16/2024,0.0,Friend Referral,8,Infield
KBOFAN0000294,24.0,gwangju, Doosan Bears ,2019-01-26,Silver,n,4.0,175656.0,23-02-2023,,Offline Event,14,Infield
KBOFAN0002250,65.0,Seoul City,lotte giants,2020-07-25,Silver,N,7.0,482751.0,2025-04-09,1.0,Advertisement,8,Outfield
KBOFAN0002691,55.0,Suwon ,,21-06-2016,Silver,y,10.0,275165.0,2024-01-24,0.0,Offline Event,5,Infield
KBOFAN0000127,52.0,Cheongju-si,doosan bears,2016.06.04,Gold,n,,101144.0,01/01/2025,,Club Website,14,Premium Box
KBOFAN0002580,51.0,Daejeon-si,SSGLanders,2019.12.26,Bronze,Y,6.0,276363.0,2023-11-11,0.0,Offline Event,11,Premium Box
KBOFAN0003480,68.0,Suwon-si,KIWOOM HEROES,2022-02-11,Silver,n,5.0,93962.0,2023-03-06,1.0,Offline Event,9,Family Zone
KBOFAN0002248,44.0,Gwangju-si,SSGLanders,2018-10-27,Silver,Y,6.0,223149.0,2023-11-12,0.0,SNS,12,Infield
KBOFAN0003546,,Busan-si,KIWOOM HEROES,2017-05-11,Silver,N,4.0,240639.0,2023.11.13,1.0,Advertisement,5,Premium Box
KBOFAN0004593,48.0,Cheongju ,SSG LANDERS,02/22/2023,Silver,n,4.0,186548.0,30-12-2024,,Club Website,14,Family Zone
KBOFAN0004108,17.0,Jeju City,Doosan Bears,2018.11.14,Gold,N,8.0,317925.0,30-09-2023,,Offline Event,11,Outfield
KBOFAN0000693,35.0, Seoul,SSG LANDERS,02-05-2022,VIP,Yes,8.0,430074.0,2023-07-24,0.0,SNS,6,Outfield
KBOFAN0002983,57.0,Jeju , NC Dinos ,12-11-2016,Gold,0,5.0,211515.0,05/08/2024,1.0,SNS,12,Family Zone
KBOFAN0000687,47.0, Busan, KIA Tigers ,2021.01.27,Gold,y,5.0,142591.0,2025.01.09,0.0,Advertisement,13,
KBOFAN0000818,69.0, Seoul,Lotte Giants,06/17/2019,Silver,y,9.0,346072.0,2024.02.20,1.0,Club Website,13,Family Zone
KBOFAN0000217,46.0,SEOUL,KIATigers,06/09/2023,Bronze,N,5.0,140836.0,2025-05-03,1.0,Advertisement,13,Infield
KBOFAN0003839,70.0,Gwangju City,Samsung Lions,2017.02.26,Bronze,y,11.0,365279.0,2023-03-23,,Friend Referral,6,Infield
